timestamp,location,pm25,pm10,no2,so2
2025-10-20 02:00:00,Loc_1,18.86,20.88,22.08,4.34
2025-10-20 03:00:00,Loc_1,31.73,37.53,21.14,3.17
2025-10-20 04:00:00,Loc_1,31.21,37.76,31.17,3.26
2025-10-20 05:00:00,Loc_1,21.63,25.63,28.01,4.88
2025-10-20 06:00:00,Loc_1,37.64,44.89,30.77,4.4
2025-10-20 07:00:00,Loc_1,31.91,38.55,20.7,3.84
2025-10-20 08:00:00,Loc_1,23.61,29.42,20.38,2.36
2025-10-20 09:00:00,Loc_1,27.99,32.07,19.34,4.74
2025-10-20 10:00:00,Loc_1,25.27,28.81,19.45,3.66
2025-10-20 11:00:00,Loc_1,22.45,25.76,24.17,5.16
2025-10-20 12:00:00,Loc_1,11.46,14.97,28.43,4.81
2025-10-20 13:00:00,Loc_1,22.05,26.68,21.17,4.91
2025-10-20 14:00:00,Loc_1,20.13,24.22,31.08,6.29
2025-10-20 15:00:00,Loc_1,19.24,23.6,29.7,5.03
2025-10-20 16:00:00,Loc_1,9.59,11.46,23.54,5.88
2025-10-20 17:00:00,Loc_1,3.22,3.45,21.32,5.94
2025-10-20 18:00:00,Loc_1,13.47,15.41,24.89,2.42
2025-10-20 19:00:00,Loc_1,11.07,12.34,20.66,2.9
2025-10-20 20:00:00,Loc_1,13.92,17.32,19.02,1.77
2025-10-20 21:00:00,Loc_1,13.01,15.78,23.58,6.56
2025-10-20 22:00:00,Loc_1,24.63,29.92,26.29,8.58
2025-10-20 23:00:00,Loc_1,22.84,27.47,19.64,4.91
2025-10-21 00:00:00,Loc_1,20.99,25.46,26.91,5.34
2025-10-21 01:00:00,Loc_1,22.85,26.63,17.73,3.27
2025-10-21 02:00:00,Loc_1,27.26,33.73,25.88,5.79
2025-10-21 03:00:00,Loc_1,37.73,44.6,21.97,4.7
2025-10-21 04:00:00,Loc_1,29.73,35.86,18.14,4.05
2025-10-21 05:00:00,Loc_1,30.12,35.35,30.02,5.64
2025-10-21 06:00:00,Loc_1,31.92,39.1,22.18,3.29
2025-10-21 07:00:00,Loc_1,31.7,41.53,19.8,7.81
2025-10-21 08:00:00,Loc_1,28.64,34.23,16.31,1.52
2025-10-21 09:00:00,Loc_1,28.21,35.15,11.3,5.42
2025-10-21 10:00:00,Loc_1,24.06,28.06,22.24,4.02
2025-10-21 11:00:00,Loc_1,18.3,23.15,23.39,7.55
2025-10-21 12:00:00,Loc_1,16.23,18.83,21.59,3.81
2025-10-21 13:00:00,Loc_1,11.1,12.67,15.56,6.42
2025-10-21 14:00:00,Loc_1,15.3,16.85,16.4,5.79
2025-10-21 15:00:00,Loc_1,16.81,20.66,18.97,7.42
2025-10-21 16:00:00,Loc_1,13.18,16.53,19.91,5.02
2025-10-21 17:00:00,Loc_1,16.55,20.82,21.79,2.36
2025-10-21 18:00:00,Loc_1,10.07,11.29,32.22,3.55
2025-10-21 19:00:00,Loc_1,10.33,12.74,27.86,4.41
2025-10-21 20:00:00,Loc_1,16.6,20.02,11.0,4.97
2025-10-21 21:00:00,Loc_1,20.09,24.3,22.09,6.76
2025-10-21 22:00:00,Loc_1,12.53,15.98,20.24,1.5
2025-10-21 23:00:00,Loc_1,18.88,23.27,25.17,7.89
2025-10-22 00:00:00,Loc_1,25.24,28.88,25.49,5.48
2025-10-22 01:00:00,Loc_1,33.62,40.25,22.27,6.44
2025-10-22 02:00:00,Loc_1,24.87,27.74,20.55,3.94
2025-10-22 03:00:00,Loc_1,33.13,37.58,23.17,5.48
2025-10-22 04:00:00,Loc_1,33.17,41.15,10.62,8.15
2025-10-22 05:00:00,Loc_1,23.66,24.38,25.45,3.95
2025-10-22 06:00:00,Loc_1,27.35,32.56,24.32,6.42
2025-10-22 07:00:00,Loc_1,36.7,43.31,28.95,1.62
2025-10-22 08:00:00,Loc_1,24.84,29.94,26.43,0.16
2025-10-22 09:00:00,Loc_1,26.27,30.75,12.91,3.9
2025-10-22 10:00:00,Loc_1,25.92,30.36,24.16,1.76
2025-10-22 11:00:00,Loc_1,28.84,37.02,30.46,5.57
2025-10-22 12:00:00,Loc_1,14.81,16.18,24.62,5.89
2025-10-22 13:00:00,Loc_1,19.96,23.8,23.33,1.59
2025-10-22 14:00:00,Loc_1,25.55,30.61,22.33,6.72
2025-10-22 15:00:00,Loc_1,4.78,5.39,21.85,7.22
2025-10-22 16:00:00,Loc_1,7.23,9.07,19.26,5.44
2025-10-22 17:00:00,Loc_1,13.68,16.11,23.24,8.03
2025-10-22 18:00:00,Loc_1,11.62,13.35,15.14,2.96
2025-10-22 19:00:00,Loc_1,14.25,16.92,30.46,3.53
2025-10-22 20:00:00,Loc_1,2.94,3.55,24.14,0.86
2025-10-22 21:00:00,Loc_1,11.27,13.08,26.95,2.68
2025-10-22 22:00:00,Loc_1,11.68,13.71,27.1,6.25
2025-10-22 23:00:00,Loc_1,21.56,26.52,28.96,4.4
2025-10-23 00:00:00,Loc_1,19.44,21.73,22.02,5.58
2025-10-23 01:00:00,Loc_1,20.9,25.93,20.73,5.68
2025-10-23 02:00:00,Loc_1,28.07,33.0,19.98,6.98
2025-10-23 03:00:00,Loc_1,31.07,37.57,25.31,7.91
2025-10-23 04:00:00,Loc_1,21.11,23.8,19.04,3.53
2025-10-23 05:00:00,Loc_1,29.87,34.23,17.26,2.51
2025-10-23 06:00:00,Loc_1,30.45,34.44,29.81,2.15
2025-10-23 07:00:00,Loc_1,26.85,31.44,31.27,3.69
2025-10-23 08:00:00,Loc_1,24.3,30.27,17.25,0.03
2025-10-23 09:00:00,Loc_1,21.76,25.6,26.61,4.18
2025-10-23 10:00:00,Loc_1,15.99,18.97,23.4,6.48
2025-10-23 11:00:00,Loc_1,25.49,31.78,23.05,5.67
2025-10-23 12:00:00,Loc_1,35.53,44.19,19.27,5.27
2025-10-23 13:00:00,Loc_1,16.06,18.48,20.58,8.05
2025-10-23 14:00:00,Loc_1,12.01,14.26,17.58,7.01
2025-10-23 15:00:00,Loc_1,17.64,20.65,26.74,6.84
2025-10-23 16:00:00,Loc_1,10.21,12.61,20.05,0.0
2025-10-23 17:00:00,Loc_1,17.21,21.44,20.67,6.59
2025-10-23 18:00:00,Loc_1,12.47,15.99,23.48,0.6
2025-10-23 19:00:00,Loc_1,12.85,14.53,9.74,2.35
2025-10-23 20:00:00,Loc_1,10.79,12.59,22.88,6.13
2025-10-23 21:00:00,Loc_1,10.11,12.3,27.52,4.82
2025-10-23 22:00:00,Loc_1,10.94,13.84,20.98,5.44
2025-10-23 23:00:00,Loc_1,8.92,11.07,16.18,3.07
2025-10-24 00:00:00,Loc_1,15.53,17.99,15.77,4.07
2025-10-24 01:00:00,Loc_1,23.67,30.44,20.74,3.69
2025-10-24 02:00:00,Loc_1,34.1,40.38,18.12,7.22
2025-10-24 03:00:00,Loc_1,25.0,30.4,15.92,6.39
2025-10-24 04:00:00,Loc_1,30.86,38.89,26.38,4.07
2025-10-24 05:00:00,Loc_1,24.83,29.89,24.46,6.76
2025-10-24 06:00:00,Loc_1,36.57,46.72,29.38,7.03
2025-10-24 07:00:00,Loc_1,30.21,37.55,21.11,2.83
2025-10-24 08:00:00,Loc_1,28.97,34.75,23.26,5.93
2025-10-24 09:00:00,Loc_1,34.33,42.66,29.5,4.66
2025-10-24 10:00:00,Loc_1,25.49,31.83,23.24,9.09
2025-10-24 11:00:00,Loc_1,20.36,26.15,34.51,5.33
2025-10-24 12:00:00,Loc_1,17.67,20.58,27.0,5.86
2025-10-24 13:00:00,Loc_1,21.11,21.7,27.41,6.07
2025-10-24 14:00:00,Loc_1,20.1,25.01,16.16,4.98
2025-10-24 15:00:00,Loc_1,14.89,17.52,22.98,6.57
2025-10-24 16:00:00,Loc_1,8.13,9.9,20.92,3.87
2025-10-24 17:00:00,Loc_1,12.02,15.32,8.0,5.41
2025-10-24 18:00:00,Loc_1,18.72,24.74,25.11,5.0
2025-10-24 19:00:00,Loc_1,14.98,18.32,18.63,5.44
2025-10-24 20:00:00,Loc_1,9.11,11.28,17.6,2.24
2025-10-24 21:00:00,Loc_1,15.22,18.21,13.15,4.83
2025-10-24 22:00:00,Loc_1,12.17,14.15,22.4,1.87
2025-10-24 23:00:00,Loc_1,11.92,14.66,29.55,6.39
2025-10-25 00:00:00,Loc_1,15.52,18.81,14.04,6.66
2025-10-25 01:00:00,Loc_1,18.96,23.19,21.77,3.41
2025-10-25 02:00:00,Loc_1,35.41,44.06,33.37,5.13
2025-10-25 03:00:00,Loc_1,20.88,25.61,9.3,8.6
2025-10-25 04:00:00,Loc_1,32.15,38.97,16.89,7.1
2025-10-25 05:00:00,Loc_1,31.41,38.04,18.88,6.81
2025-10-25 06:00:00,Loc_1,31.08,36.81,17.29,6.8
2025-10-25 07:00:00,Loc_1,38.58,48.17,27.51,4.06
2025-10-25 08:00:00,Loc_1,27.02,30.82,18.16,3.04
2025-10-25 09:00:00,Loc_1,24.4,30.52,18.23,5.43
2025-10-25 10:00:00,Loc_1,29.87,36.92,23.35,3.61
2025-10-25 11:00:00,Loc_1,27.18,32.82,17.07,7.46
2025-10-25 12:00:00,Loc_1,10.16,13.21,22.21,8.54
2025-10-25 13:00:00,Loc_1,0.0,0.0,24.86,6.78
2025-10-25 14:00:00,Loc_1,19.96,24.98,25.9,7.36
2025-10-25 15:00:00,Loc_1,9.53,12.04,19.34,2.73
2025-10-25 16:00:00,Loc_1,2.5,2.9,22.33,4.0
2025-10-25 17:00:00,Loc_1,9.8,12.09,27.24,3.96
2025-10-25 18:00:00,Loc_1,11.52,14.56,13.39,8.12
2025-10-25 19:00:00,Loc_1,11.86,14.35,18.04,2.68
2025-10-25 20:00:00,Loc_1,1.06,1.29,22.35,4.93
2025-10-25 21:00:00,Loc_1,11.47,13.51,13.5,7.38
2025-10-25 22:00:00,Loc_1,11.04,12.98,26.92,5.35
2025-10-25 23:00:00,Loc_1,18.08,21.37,16.78,1.94
2025-10-26 00:00:00,Loc_1,22.97,28.49,12.59,3.6
2025-10-26 01:00:00,Loc_1,20.08,24.43,14.07,11.26
2025-10-26 02:00:00,Loc_1,25.77,31.45,23.27,2.05
2025-10-26 03:00:00,Loc_1,34.54,41.34,21.02,0.26
2025-10-26 04:00:00,Loc_1,27.05,31.98,14.21,5.85
2025-10-26 05:00:00,Loc_1,33.16,37.62,16.29,5.67
2025-10-26 06:00:00,Loc_1,25.43,30.85,19.11,6.68
2025-10-26 07:00:00,Loc_1,32.93,41.19,28.01,4.91
2025-10-26 08:00:00,Loc_1,25.59,30.22,27.45,1.97
2025-10-26 09:00:00,Loc_1,35.31,42.16,17.43,5.34
2025-10-26 10:00:00,Loc_1,17.92,22.05,19.82,4.84
2025-10-26 11:00:00,Loc_1,23.28,27.01,19.95,3.12
2025-10-26 12:00:00,Loc_1,17.5,19.63,19.66,4.91
2025-10-26 13:00:00,Loc_1,15.05,18.14,19.16,3.51
2025-10-26 14:00:00,Loc_1,21.32,23.97,21.09,5.44
2025-10-26 15:00:00,Loc_1,22.09,26.18,24.99,6.02
2025-10-26 16:00:00,Loc_1,6.62,8.2,21.69,6.24
2025-10-26 17:00:00,Loc_1,7.41,8.54,24.43,1.64
2025-10-26 18:00:00,Loc_1,9.99,12.01,25.71,5.96
2025-10-26 19:00:00,Loc_1,9.85,12.33,24.91,1.98
2025-10-26 20:00:00,Loc_1,18.94,25.81,24.98,5.47
2025-10-26 21:00:00,Loc_1,10.22,12.57,17.96,7.91
2025-10-26 22:00:00,Loc_1,13.3,15.79,14.26,7.44
2025-10-26 23:00:00,Loc_1,20.4,24.94,22.96,2.28
2025-10-27 00:00:00,Loc_1,23.94,25.81,9.68,5.56
2025-10-27 01:00:00,Loc_1,30.17,34.28,17.46,3.9
2025-10-27 02:00:00,Loc_1,26.66,31.41,20.55,2.72
2025-10-27 03:00:00,Loc_1,26.29,32.74,18.33,6.69
2025-10-27 04:00:00,Loc_1,26.54,31.71,28.86,4.31
2025-10-27 05:00:00,Loc_1,33.0,35.83,25.83,5.62
2025-10-27 06:00:00,Loc_1,34.16,40.16,22.23,1.22
2025-10-27 07:00:00,Loc_1,28.12,33.91,27.74,5.19
2025-10-27 08:00:00,Loc_1,29.56,34.66,28.78,5.12
2025-10-27 09:00:00,Loc_1,33.81,40.72,28.86,4.94
2025-10-27 10:00:00,Loc_1,29.04,33.98,19.92,2.96
2025-10-27 11:00:00,Loc_1,26.07,33.98,22.12,12.01
2025-10-27 12:00:00,Loc_1,13.86,16.27,14.82,5.75
2025-10-27 13:00:00,Loc_1,19.75,23.7,24.11,8.02
2025-10-27 14:00:00,Loc_1,17.76,21.52,25.75,1.63
2025-10-27 15:00:00,Loc_1,15.96,18.63,27.89,6.58
2025-10-27 16:00:00,Loc_1,13.14,15.19,23.54,3.97
2025-10-27 17:00:00,Loc_1,14.46,17.69,23.96,3.83
2025-10-27 18:00:00,Loc_1,0.22,0.28,23.28,5.13
2025-10-27 19:00:00,Loc_1,11.03,13.78,20.31,1.06
2025-10-27 20:00:00,Loc_1,12.16,13.7,34.53,1.36
2025-10-27 21:00:00,Loc_1,19.46,22.42,20.39,1.21
2025-10-27 22:00:00,Loc_1,10.29,12.83,22.14,7.68
2025-10-27 23:00:00,Loc_1,21.77,28.2,25.08,2.05
2025-10-28 00:00:00,Loc_1,18.18,22.04,21.86,4.64
2025-10-28 01:00:00,Loc_1,18.03,21.95,16.69,4.56
2025-10-28 02:00:00,Loc_1,31.76,36.48,17.17,5.13
2025-10-28 03:00:00,Loc_1,29.37,33.95,21.39,1.24
2025-10-28 04:00:00,Loc_1,25.92,31.09,31.15,4.13
2025-10-28 05:00:00,Loc_1,23.73,30.5,17.64,3.66
2025-10-28 06:00:00,Loc_1,27.77,32.86,15.66,3.11
2025-10-28 07:00:00,Loc_1,33.53,40.18,23.1,3.57
2025-10-28 08:00:00,Loc_1,25.45,29.93,24.46,3.19
2025-10-28 09:00:00,Loc_1,28.59,34.66,33.18,3.95
2025-10-28 10:00:00,Loc_1,19.53,22.39,23.56,5.86
2025-10-28 11:00:00,Loc_1,18.13,22.04,18.28,1.45
2025-10-28 12:00:00,Loc_1,23.96,27.6,19.7,9.37
2025-10-28 13:00:00,Loc_1,26.74,31.67,16.35,6.75
2025-10-28 14:00:00,Loc_1,6.07,6.95,20.92,5.96
2025-10-28 15:00:00,Loc_1,21.84,26.27,24.71,0.0
2025-10-28 16:00:00,Loc_1,12.15,15.94,18.3,5.85
2025-10-28 17:00:00,Loc_1,4.68,6.28,16.2,4.24
2025-10-28 18:00:00,Loc_1,12.59,14.82,18.86,6.09
2025-10-28 19:00:00,Loc_1,11.61,14.41,22.22,5.09
2025-10-28 20:00:00,Loc_1,16.73,19.22,18.89,8.74
2025-10-28 21:00:00,Loc_1,7.01,8.14,14.54,5.0
2025-10-28 22:00:00,Loc_1,12.45,15.09,20.64,4.93
2025-10-28 23:00:00,Loc_1,16.59,18.9,21.86,8.51
2025-10-29 00:00:00,Loc_1,24.15,27.27,22.43,3.13
2025-10-29 01:00:00,Loc_1,25.98,31.15,35.01,4.38
2025-10-29 02:00:00,Loc_1,24.28,29.92,34.97,4.18
2025-10-29 03:00:00,Loc_1,25.08,27.81,17.6,9.36
2025-10-29 04:00:00,Loc_1,33.57,38.48,23.98,4.83
2025-10-29 05:00:00,Loc_1,34.26,42.65,28.39,4.69
2025-10-29 06:00:00,Loc_1,19.22,22.83,28.12,5.69
2025-10-29 07:00:00,Loc_1,28.34,33.66,21.29,3.38
2025-10-29 08:00:00,Loc_1,32.77,39.62,22.65,6.72
2025-10-29 09:00:00,Loc_1,28.2,33.83,17.96,4.5
2025-10-29 10:00:00,Loc_1,22.62,27.4,29.55,8.07
2025-10-29 11:00:00,Loc_1,29.21,36.31,19.4,0.5
2025-10-29 12:00:00,Loc_1,22.38,27.59,17.51,4.65
2025-10-29 13:00:00,Loc_1,22.77,27.35,13.84,3.51
2025-10-29 14:00:00,Loc_1,11.7,13.66,20.67,4.02
2025-10-29 15:00:00,Loc_1,16.38,19.01,28.38,8.72
2025-10-29 16:00:00,Loc_1,9.93,12.32,24.1,5.31
2025-10-29 17:00:00,Loc_1,15.69,18.12,20.92,4.66
2025-10-29 18:00:00,Loc_1,18.75,24.33,20.4,4.18
2025-10-29 19:00:00,Loc_1,0.0,0.0,26.17,4.0
2025-10-29 20:00:00,Loc_1,1.18,1.44,22.34,3.04
2025-10-29 21:00:00,Loc_1,17.63,20.7,28.54,4.51
2025-10-29 22:00:00,Loc_1,15.83,19.31,19.73,3.42
2025-10-29 23:00:00,Loc_1,19.11,21.89,26.81,6.02
2025-10-30 00:00:00,Loc_1,21.21,24.1,16.29,4.17
2025-10-30 01:00:00,Loc_1,20.23,25.43,20.87,4.49
2025-10-30 02:00:00,Loc_1,30.0,35.59,22.43,4.78
2025-10-30 03:00:00,Loc_1,35.24,39.9,27.03,5.04
2025-10-30 04:00:00,Loc_1,28.97,36.37,19.72,4.72
2025-10-30 05:00:00,Loc_1,24.96,29.04,25.42,7.53
2025-10-30 06:00:00,Loc_1,28.45,33.96,24.77,5.47
2025-10-30 07:00:00,Loc_1,23.37,28.09,18.85,3.36
2025-10-30 08:00:00,Loc_1,20.89,25.63,25.43,8.21
2025-10-30 09:00:00,Loc_1,21.42,25.89,29.11,4.32
2025-10-30 10:00:00,Loc_1,24.42,28.87,17.19,2.52
2025-10-30 11:00:00,Loc_1,25.29,29.44,16.84,5.42
2025-10-30 12:00:00,Loc_1,16.43,19.72,12.12,3.98
2025-10-30 13:00:00,Loc_1,6.05,7.43,24.87,6.16
2025-10-30 14:00:00,Loc_1,19.13,23.13,23.96,5.25
2025-10-30 15:00:00,Loc_1,19.55,22.77,5.61,1.08
2025-10-30 16:00:00,Loc_1,12.37,15.58,14.15,5.16
2025-10-30 17:00:00,Loc_1,11.63,14.31,23.71,4.35
2025-10-30 18:00:00,Loc_1,9.81,12.27,20.13,3.79
2025-10-30 19:00:00,Loc_1,11.16,12.98,27.89,4.9
2025-10-30 20:00:00,Loc_1,4.12,5.22,28.07,5.11
2025-10-30 21:00:00,Loc_1,13.13,15.83,17.27,4.48
2025-10-30 22:00:00,Loc_1,17.19,21.42,16.89,7.3
2025-10-30 23:00:00,Loc_1,25.81,31.22,21.79,5.84
2025-10-31 00:00:00,Loc_1,26.41,32.88,23.33,5.53
2025-10-31 01:00:00,Loc_1,22.19,25.47,12.49,7.17
