timestamp,location,temp,humidity,wind_speed,precip
2025-10-15 21:00:00,Loc_1,4.58,20.6,2.69,0.0
2025-10-15 22:00:00,Loc_1,9.25,26.3,2.28,0.0
2025-10-15 23:00:00,Loc_1,9.12,38.7,4.01,0.096
2025-10-16 00:00:00,Loc_1,3.77,39.2,2.55,0.0
2025-10-16 01:00:00,Loc_1,5.9,47.2,2.41,0.096
2025-10-16 02:00:00,Loc_1,6.68,58.5,2.41,0.0
2025-10-16 03:00:00,Loc_1,6.79,53.6,4.4,0.0
2025-10-16 04:00:00,Loc_1,2.52,53.2,3.49,0.0
2025-10-16 05:00:00,Loc_1,4.62,63.5,6.43,0.188
2025-10-16 06:00:00,Loc_1,5.6,62.5,4.53,0.02
2025-10-16 07:00:00,Loc_1,6.57,58.2,3.37,0.0
2025-10-16 08:00:00,Loc_1,3.88,56.6,2.58,0.0
2025-10-16 09:00:00,Loc_1,4.24,56.6,4.47,0.076
2025-10-16 10:00:00,Loc_1,8.5,42.4,1.71,0.0
2025-10-16 11:00:00,Loc_1,4.89,45.6,2.9,0.143
2025-10-16 12:00:00,Loc_1,4.05,38.2,5.34,0.087
2025-10-16 13:00:00,Loc_1,7.42,25.0,0.16,0.0
2025-10-16 14:00:00,Loc_1,7.8,45.6,3.32,0.141
2025-10-16 15:00:00,Loc_1,3.65,15.6,2.67,0.0
2025-10-16 16:00:00,Loc_1,3.93,30.8,0.58,0.011
2025-10-16 17:00:00,Loc_1,2.78,18.1,3.62,0.005
2025-10-16 18:00:00,Loc_1,5.43,12.1,2.34,0.032
2025-10-16 19:00:00,Loc_1,4.65,23.5,2.44,0.0
2025-10-16 20:00:00,Loc_1,5.67,21.5,4.92,0.01
2025-10-16 21:00:00,Loc_1,7.51,24.9,3.0,0.015
2025-10-16 22:00:00,Loc_1,5.26,27.9,4.56,0.033
2025-10-16 23:00:00,Loc_1,4.9,33.0,4.12,0.315
2025-10-17 00:00:00,Loc_1,4.23,34.1,3.98,0.048
2025-10-17 01:00:00,Loc_1,4.97,40.8,2.18,0.069
2025-10-17 02:00:00,Loc_1,4.9,52.2,3.59,0.0
2025-10-17 03:00:00,Loc_1,3.37,56.2,5.12,0.0
2025-10-17 04:00:00,Loc_1,6.13,51.5,3.63,0.032
2025-10-17 05:00:00,Loc_1,3.32,61.1,0.0,0.074
2025-10-17 06:00:00,Loc_1,7.57,51.4,2.13,0.105
2025-10-17 07:00:00,Loc_1,4.83,64.5,2.83,0.027
2025-10-17 08:00:00,Loc_1,5.6,65.6,2.19,0.1
2025-10-17 09:00:00,Loc_1,5.03,54.1,3.98,0.018
2025-10-17 10:00:00,Loc_1,2.05,50.5,2.85,0.387
2025-10-17 11:00:00,Loc_1,5.21,42.2,6.05,0.041
2025-10-17 12:00:00,Loc_1,9.08,37.0,1.37,0.0
2025-10-17 13:00:00,Loc_1,2.67,34.9,4.48,0.0
2025-10-17 14:00:00,Loc_1,3.69,31.0,3.26,0.091
2025-10-17 15:00:00,Loc_1,5.73,25.9,0.85,0.06
2025-10-17 16:00:00,Loc_1,4.26,21.8,6.19,0.133
2025-10-17 17:00:00,Loc_1,4.5,19.4,2.0,0.024
2025-10-17 18:00:00,Loc_1,8.96,24.4,1.44,0.0
2025-10-17 19:00:00,Loc_1,5.07,13.3,3.41,0.0
2025-10-17 20:00:00,Loc_1,7.93,15.9,3.96,0.087
2025-10-17 21:00:00,Loc_1,4.81,32.9,2.09,0.004
2025-10-17 22:00:00,Loc_1,8.09,23.3,1.33,0.068
2025-10-17 23:00:00,Loc_1,5.43,32.1,2.35,0.077
2025-10-18 00:00:00,Loc_1,8.06,41.7,1.56,0.021
2025-10-18 01:00:00,Loc_1,1.62,45.5,4.58,0.0
2025-10-18 02:00:00,Loc_1,4.98,50.4,3.39,0.067
2025-10-18 03:00:00,Loc_1,6.69,61.9,4.01,0.028
2025-10-18 04:00:00,Loc_1,3.4,53.4,3.57,0.0
2025-10-18 05:00:00,Loc_1,5.41,56.1,0.0,0.131
2025-10-18 06:00:00,Loc_1,4.35,61.0,2.05,0.0
2025-10-18 07:00:00,Loc_1,5.1,56.5,2.91,0.274
2025-10-18 08:00:00,Loc_1,3.43,56.6,2.96,0.0
2025-10-18 09:00:00,Loc_1,5.22,52.3,6.91,0.0
2025-10-18 10:00:00,Loc_1,2.23,52.3,1.02,0.117
2025-10-18 11:00:00,Loc_1,4.49,43.9,5.82,0.0
2025-10-18 12:00:00,Loc_1,4.76,38.7,2.42,0.213
2025-10-18 13:00:00,Loc_1,3.07,39.8,3.81,0.0
2025-10-18 14:00:00,Loc_1,7.35,33.5,1.7,0.0
2025-10-18 15:00:00,Loc_1,5.02,41.6,2.17,0.0
2025-10-18 16:00:00,Loc_1,5.93,32.3,3.73,0.0
2025-10-18 17:00:00,Loc_1,4.69,21.9,2.84,0.0
2025-10-18 18:00:00,Loc_1,7.62,18.4,3.35,0.18
2025-10-18 19:00:00,Loc_1,4.35,30.6,5.41,0.467
2025-10-18 20:00:00,Loc_1,4.6,15.7,6.74,0.02
2025-10-18 21:00:00,Loc_1,5.8,29.5,1.88,0.19
2025-10-18 22:00:00,Loc_1,4.9,36.7,0.62,0.037
2025-10-18 23:00:00,Loc_1,5.93,32.9,2.98,0.131
2025-10-19 00:00:00,Loc_1,3.38,34.1,4.64,0.07
2025-10-19 01:00:00,Loc_1,5.41,48.0,2.6,0.0
2025-10-19 02:00:00,Loc_1,5.01,51.8,3.83,0.028
2025-10-19 03:00:00,Loc_1,5.17,59.7,3.07,0.02
2025-10-19 04:00:00,Loc_1,7.36,53.3,1.91,0.056
2025-10-19 05:00:00,Loc_1,3.28,68.3,2.58,0.035
2025-10-19 06:00:00,Loc_1,3.76,73.5,4.16,0.015
2025-10-19 07:00:00,Loc_1,6.1,58.1,3.15,0.014
2025-10-19 08:00:00,Loc_1,4.05,58.1,5.01,0.096
2025-10-19 09:00:00,Loc_1,5.76,52.2,0.9,0.0
2025-10-19 10:00:00,Loc_1,6.35,53.5,2.94,0.068
2025-10-19 11:00:00,Loc_1,4.16,43.9,3.78,0.0
2025-10-19 12:00:00,Loc_1,7.39,45.1,4.0,0.0
2025-10-19 13:00:00,Loc_1,6.43,41.1,6.43,0.395
2025-10-19 14:00:00,Loc_1,5.73,17.0,1.89,0.044
2025-10-19 15:00:00,Loc_1,3.91,22.1,6.18,0.155
2025-10-19 16:00:00,Loc_1,5.07,21.6,3.06,0.076
2025-10-19 17:00:00,Loc_1,6.26,19.4,3.49,0.111
2025-10-19 18:00:00,Loc_1,4.77,13.5,4.68,0.113
2025-10-19 19:00:00,Loc_1,2.66,16.3,2.1,0.001
2025-10-19 20:00:00,Loc_1,3.83,27.5,2.53,0.125
2025-10-19 21:00:00,Loc_1,8.97,22.4,0.03,0.024
2025-10-19 22:00:00,Loc_1,8.99,41.0,3.6,0.166
2025-10-19 23:00:00,Loc_1,2.35,43.4,0.36,0.154
2025-10-20 00:00:00,Loc_1,4.65,41.4,1.41,0.0
2025-10-20 01:00:00,Loc_1,4.4,46.8,4.51,0.067
2025-10-20 02:00:00,Loc_1,9.25,50.8,4.47,0.008
2025-10-20 03:00:00,Loc_1,4.03,52.3,0.52,0.0
2025-10-20 04:00:00,Loc_1,1.97,54.2,0.63,0.035
2025-10-20 05:00:00,Loc_1,1.68,49.9,2.84,0.033
2025-10-20 06:00:00,Loc_1,5.43,62.1,8.4,0.0
2025-10-20 07:00:00,Loc_1,6.71,67.7,2.47,0.0
2025-10-20 08:00:00,Loc_1,3.72,55.7,5.18,0.089
2025-10-20 09:00:00,Loc_1,3.01,67.5,3.65,0.058
2025-10-20 10:00:00,Loc_1,7.03,49.5,4.13,0.127
2025-10-20 11:00:00,Loc_1,7.86,46.3,1.82,0.0
2025-10-20 12:00:00,Loc_1,7.52,42.2,2.55,0.0
2025-10-20 13:00:00,Loc_1,4.26,35.5,2.81,0.106
2025-10-20 14:00:00,Loc_1,11.54,32.9,5.04,0.105
2025-10-20 15:00:00,Loc_1,5.47,23.7,3.85,0.022
2025-10-20 16:00:00,Loc_1,9.46,21.8,0.0,0.089
2025-10-20 17:00:00,Loc_1,7.03,25.2,2.92,0.0
2025-10-20 18:00:00,Loc_1,4.97,21.6,3.79,0.072
2025-10-20 19:00:00,Loc_1,7.38,17.5,3.64,0.296
2025-10-20 20:00:00,Loc_1,7.82,21.3,4.38,0.264
2025-10-20 21:00:00,Loc_1,7.4,27.8,3.09,0.0
2025-10-20 22:00:00,Loc_1,8.32,25.0,4.66,0.004
2025-10-20 23:00:00,Loc_1,1.36,40.1,4.43,0.095
2025-10-21 00:00:00,Loc_1,7.02,35.4,2.12,0.051
2025-10-21 01:00:00,Loc_1,2.38,36.0,2.44,0.042
2025-10-21 02:00:00,Loc_1,6.46,51.2,1.11,0.0
2025-10-21 03:00:00,Loc_1,4.63,54.9,2.69,0.0
2025-10-21 04:00:00,Loc_1,1.01,53.0,3.02,0.036
2025-10-21 05:00:00,Loc_1,9.02,61.9,1.4,0.007
2025-10-21 06:00:00,Loc_1,1.01,58.1,3.12,0.0
2025-10-21 07:00:00,Loc_1,5.86,54.7,2.64,0.0
2025-10-21 08:00:00,Loc_1,6.07,51.9,2.93,0.054
2025-10-21 09:00:00,Loc_1,4.13,57.9,3.16,0.0
2025-10-21 10:00:00,Loc_1,2.88,56.1,1.61,0.097
2025-10-21 11:00:00,Loc_1,4.09,47.3,4.02,0.0
2025-10-21 12:00:00,Loc_1,4.25,37.1,4.1,0.067
2025-10-21 13:00:00,Loc_1,3.7,33.0,1.94,0.0
2025-10-21 14:00:00,Loc_1,7.7,24.9,0.62,0.0
2025-10-21 15:00:00,Loc_1,6.69,23.6,2.24,0.046
2025-10-21 16:00:00,Loc_1,4.41,26.0,4.44,0.0
2025-10-21 17:00:00,Loc_1,4.64,12.3,2.98,0.049
2025-10-21 18:00:00,Loc_1,6.61,12.4,1.72,0.084
2025-10-21 19:00:00,Loc_1,1.73,23.3,0.0,0.023
2025-10-21 20:00:00,Loc_1,3.42,18.3,1.52,0.0
2025-10-21 21:00:00,Loc_1,4.97,17.5,2.23,0.007
2025-10-21 22:00:00,Loc_1,4.74,34.7,2.36,0.0
2025-10-21 23:00:00,Loc_1,3.39,32.9,3.56,0.0
2025-10-22 00:00:00,Loc_1,4.0,43.0,4.64,0.276
2025-10-22 01:00:00,Loc_1,4.74,43.3,2.02,0.0
2025-10-22 02:00:00,Loc_1,5.9,42.5,2.4,0.099
2025-10-22 03:00:00,Loc_1,3.08,60.8,2.48,0.0
2025-10-22 04:00:00,Loc_1,7.35,56.8,2.82,0.0
2025-10-22 05:00:00,Loc_1,3.07,57.8,2.34,0.003
2025-10-22 06:00:00,Loc_1,2.2,47.7,2.42,0.005
2025-10-22 07:00:00,Loc_1,7.76,55.2,4.38,0.0
2025-10-22 08:00:00,Loc_1,6.16,49.8,0.0,0.206
2025-10-22 09:00:00,Loc_1,6.01,61.7,2.55,0.199
2025-10-22 10:00:00,Loc_1,3.52,52.0,6.97,0.0
2025-10-22 11:00:00,Loc_1,5.58,45.7,4.58,0.0
2025-10-22 12:00:00,Loc_1,3.42,36.2,2.56,0.007
2025-10-22 13:00:00,Loc_1,7.58,36.4,2.74,0.0
2025-10-22 14:00:00,Loc_1,5.98,28.8,0.47,0.0
2025-10-22 15:00:00,Loc_1,5.72,25.9,2.29,0.087
2025-10-22 16:00:00,Loc_1,8.45,21.0,0.09,0.012
2025-10-22 17:00:00,Loc_1,6.13,24.3,1.8,0.0
2025-10-22 18:00:00,Loc_1,8.24,19.8,4.84,0.106
2025-10-22 19:00:00,Loc_1,8.64,22.9,3.25,0.0
2025-10-22 20:00:00,Loc_1,5.44,21.4,5.94,0.027
2025-10-22 21:00:00,Loc_1,9.37,14.6,3.91,0.004
2025-10-22 22:00:00,Loc_1,3.16,21.7,6.11,0.056
2025-10-22 23:00:00,Loc_1,5.22,38.3,2.07,0.0
2025-10-23 00:00:00,Loc_1,9.26,38.7,0.81,0.0
2025-10-23 01:00:00,Loc_1,6.46,37.4,4.03,0.0
2025-10-23 02:00:00,Loc_1,5.97,49.2,5.11,0.0
2025-10-23 03:00:00,Loc_1,7.81,56.3,2.82,0.081
2025-10-23 04:00:00,Loc_1,6.69,64.0,0.73,0.0
2025-10-23 05:00:00,Loc_1,6.96,58.5,4.67,0.05
2025-10-23 06:00:00,Loc_1,3.53,55.5,2.11,0.078
2025-10-23 07:00:00,Loc_1,7.98,56.0,3.58,0.012
2025-10-23 08:00:00,Loc_1,7.39,52.0,4.81,0.098
2025-10-23 09:00:00,Loc_1,3.18,51.9,3.88,0.098
2025-10-23 10:00:00,Loc_1,7.61,45.8,2.17,0.0
2025-10-23 11:00:00,Loc_1,4.92,45.4,6.59,0.021
2025-10-23 12:00:00,Loc_1,5.09,42.0,2.97,0.0
2025-10-23 13:00:00,Loc_1,5.62,37.9,1.52,0.0
2025-10-23 14:00:00,Loc_1,6.13,34.9,2.83,0.178
2025-10-23 15:00:00,Loc_1,4.72,30.9,4.22,0.0
2025-10-23 16:00:00,Loc_1,8.28,20.0,3.92,0.037
2025-10-23 17:00:00,Loc_1,11.02,28.3,3.63,0.0
2025-10-23 18:00:00,Loc_1,6.73,18.0,2.39,0.143
2025-10-23 19:00:00,Loc_1,7.16,15.9,0.88,0.0
2025-10-23 20:00:00,Loc_1,3.06,28.4,4.12,0.218
2025-10-23 21:00:00,Loc_1,8.52,24.5,2.71,0.258
2025-10-23 22:00:00,Loc_1,4.79,23.5,3.41,0.016
2025-10-23 23:00:00,Loc_1,3.28,25.3,1.96,0.0
2025-10-24 00:00:00,Loc_1,2.68,47.6,3.3,0.005
2025-10-24 01:00:00,Loc_1,8.27,31.2,3.79,0.004
2025-10-24 02:00:00,Loc_1,4.65,48.3,6.89,0.065
2025-10-24 03:00:00,Loc_1,4.24,57.6,1.42,0.0
2025-10-24 04:00:00,Loc_1,9.8,61.2,1.24,0.211
2025-10-24 05:00:00,Loc_1,8.12,61.2,4.4,0.0
2025-10-24 06:00:00,Loc_1,6.91,62.7,3.02,0.006
2025-10-24 07:00:00,Loc_1,4.36,65.5,4.9,0.0
2025-10-24 08:00:00,Loc_1,3.84,61.6,1.61,0.0
2025-10-24 09:00:00,Loc_1,4.85,44.1,2.69,0.159
2025-10-24 10:00:00,Loc_1,5.3,45.9,4.49,0.058
2025-10-24 11:00:00,Loc_1,4.59,46.8,4.74,0.035
2025-10-24 12:00:00,Loc_1,5.6,43.3,3.0,0.0
2025-10-24 13:00:00,Loc_1,4.0,31.2,5.02,0.0
2025-10-24 14:00:00,Loc_1,3.86,27.0,4.83,0.092
2025-10-24 15:00:00,Loc_1,5.17,29.8,4.17,0.105
2025-10-24 16:00:00,Loc_1,2.71,15.8,1.95,0.104
2025-10-24 17:00:00,Loc_1,6.31,24.0,2.13,0.142
2025-10-24 18:00:00,Loc_1,1.27,24.8,2.59,0.0
2025-10-24 19:00:00,Loc_1,11.54,19.8,4.19,0.0
2025-10-24 20:00:00,Loc_1,7.04,14.5,2.92,0.0
2025-10-24 21:00:00,Loc_1,5.8,29.6,1.65,0.0
2025-10-24 22:00:00,Loc_1,6.56,35.8,2.85,0.0
2025-10-24 23:00:00,Loc_1,5.26,31.7,4.91,0.0
2025-10-25 00:00:00,Loc_1,6.1,40.6,4.05,0.0
2025-10-25 01:00:00,Loc_1,8.61,50.1,1.88,0.034
2025-10-25 02:00:00,Loc_1,8.94,45.2,2.96,0.134
2025-10-25 03:00:00,Loc_1,6.64,57.8,2.73,0.003
2025-10-25 04:00:00,Loc_1,5.01,59.5,3.84,0.072
2025-10-25 05:00:00,Loc_1,6.55,66.5,3.27,0.006
2025-10-25 06:00:00,Loc_1,4.58,64.3,2.49,0.105
2025-10-25 07:00:00,Loc_1,8.16,54.3,4.27,0.025
2025-10-25 08:00:00,Loc_1,5.09,60.1,2.55,0.102
2025-10-25 09:00:00,Loc_1,5.41,65.1,2.77,0.032
2025-10-25 10:00:00,Loc_1,5.65,36.7,1.11,0.0
2025-10-25 11:00:00,Loc_1,5.89,51.6,1.91,0.0
2025-10-25 12:00:00,Loc_1,7.92,44.7,2.41,0.039
2025-10-25 13:00:00,Loc_1,8.58,36.4,2.36,0.136
2025-10-25 14:00:00,Loc_1,5.83,30.0,3.36,0.0
2025-10-25 15:00:00,Loc_1,3.83,21.8,1.69,0.051
2025-10-25 16:00:00,Loc_1,6.98,12.5,1.78,0.247
2025-10-25 17:00:00,Loc_1,3.21,14.6,3.09,0.0
2025-10-25 18:00:00,Loc_1,4.35,10.9,4.89,0.044
2025-10-25 19:00:00,Loc_1,3.95,23.4,5.32,0.0
2025-10-25 20:00:00,Loc_1,6.74,26.1,3.48,0.102
2025-10-25 21:00:00,Loc_1,3.63,29.7,3.71,0.01
2025-10-25 22:00:00,Loc_1,5.93,37.6,5.81,0.073
2025-10-25 23:00:00,Loc_1,6.02,35.8,3.24,0.091
2025-10-26 00:00:00,Loc_1,5.52,40.4,1.78,0.0
2025-10-26 01:00:00,Loc_1,6.6,45.4,1.53,0.0
2025-10-26 02:00:00,Loc_1,7.91,45.8,3.02,0.239
2025-10-26 03:00:00,Loc_1,6.68,56.6,1.36,0.127
2025-10-26 04:00:00,Loc_1,7.77,61.0,3.79,0.03
2025-10-26 05:00:00,Loc_1,7.52,59.7,2.86,0.0
2025-10-26 06:00:00,Loc_1,4.29,65.5,0.5,0.406
2025-10-26 07:00:00,Loc_1,10.39,51.2,2.46,0.0
2025-10-26 08:00:00,Loc_1,6.28,52.4,5.04,0.182
2025-10-26 09:00:00,Loc_1,3.82,54.3,2.26,0.0
2025-10-26 10:00:00,Loc_1,5.31,55.8,3.48,0.0
2025-10-26 11:00:00,Loc_1,5.61,47.9,5.57,0.068
2025-10-26 12:00:00,Loc_1,5.62,43.1,4.35,0.02
2025-10-26 13:00:00,Loc_1,8.14,36.9,3.52,0.08
2025-10-26 14:00:00,Loc_1,9.69,29.9,5.09,0.0
2025-10-26 15:00:00,Loc_1,8.26,27.9,3.25,0.153
2025-10-26 16:00:00,Loc_1,6.67,21.8,5.31,0.0
2025-10-26 17:00:00,Loc_1,6.37,30.7,2.44,0.025
2025-10-26 18:00:00,Loc_1,5.16,19.7,2.17,0.0
2025-10-26 19:00:00,Loc_1,8.21,17.4,4.25,0.004
2025-10-26 20:00:00,Loc_1,7.95,22.5,0.0,0.01
2025-10-26 21:00:00,Loc_1,5.86,21.6,2.34,0.024
2025-10-26 22:00:00,Loc_1,6.54,35.5,2.57,0.11
2025-10-26 23:00:00,Loc_1,11.67,44.2,3.31,0.0
2025-10-27 00:00:00,Loc_1,6.45,36.2,0.0,0.179
2025-10-27 01:00:00,Loc_1,8.06,44.0,0.37,0.0
2025-10-27 02:00:00,Loc_1,10.1,41.8,4.03,0.0
2025-10-27 03:00:00,Loc_1,5.83,47.8,4.7,0.0
2025-10-27 04:00:00,Loc_1,8.3,58.0,4.67,0.0
2025-10-27 05:00:00,Loc_1,4.1,56.3,2.46,0.207
2025-10-27 06:00:00,Loc_1,3.31,64.6,3.03,0.03
2025-10-27 07:00:00,Loc_1,5.72,60.7,0.67,0.292
2025-10-27 08:00:00,Loc_1,6.66,58.4,6.69,0.033
2025-10-27 09:00:00,Loc_1,7.55,55.8,3.03,0.0
2025-10-27 10:00:00,Loc_1,6.98,48.0,2.64,0.154
2025-10-27 11:00:00,Loc_1,5.81,48.5,2.03,0.093
2025-10-27 12:00:00,Loc_1,4.73,48.6,3.76,0.0
2025-10-27 13:00:00,Loc_1,5.05,32.2,4.96,0.0
2025-10-27 14:00:00,Loc_1,6.11,26.3,3.07,0.004
2025-10-27 15:00:00,Loc_1,4.74,21.9,6.46,0.16
2025-10-27 16:00:00,Loc_1,9.94,13.1,2.68,0.144
2025-10-27 17:00:00,Loc_1,5.02,19.7,4.73,0.046
2025-10-27 18:00:00,Loc_1,8.39,17.2,5.21,0.184
2025-10-27 19:00:00,Loc_1,4.03,27.3,0.13,0.017
2025-10-27 20:00:00,Loc_1,7.79,21.2,3.89,0.005
2025-10-27 21:00:00,Loc_1,5.08,21.2,5.29,0.0
2025-10-27 22:00:00,Loc_1,5.52,33.3,2.59,0.0
2025-10-27 23:00:00,Loc_1,5.27,31.1,3.48,0.0
2025-10-28 00:00:00,Loc_1,8.18,36.0,3.64,0.062
2025-10-28 01:00:00,Loc_1,2.49,46.8,3.72,0.118
2025-10-28 02:00:00,Loc_1,8.35,52.4,0.0,0.026
2025-10-28 03:00:00,Loc_1,4.62,55.1,2.22,0.072
2025-10-28 04:00:00,Loc_1,3.14,57.2,4.64,0.0
2025-10-28 05:00:00,Loc_1,3.11,58.1,1.59,0.006
2025-10-28 06:00:00,Loc_1,2.49,58.1,1.85,0.067
2025-10-28 07:00:00,Loc_1,1.27,49.0,1.91,0.0
2025-10-28 08:00:00,Loc_1,3.76,58.0,4.77,0.089
2025-10-28 09:00:00,Loc_1,4.47,56.8,3.48,0.0
2025-10-28 10:00:00,Loc_1,6.47,55.9,4.62,0.134
2025-10-28 11:00:00,Loc_1,8.26,47.2,2.54,0.0
2025-10-28 12:00:00,Loc_1,6.26,41.0,3.32,0.0
2025-10-28 13:00:00,Loc_1,1.21,33.7,4.34,0.0
2025-10-28 14:00:00,Loc_1,3.3,38.3,2.63,0.212
2025-10-28 15:00:00,Loc_1,5.98,22.9,3.11,0.0
2025-10-28 16:00:00,Loc_1,7.45,17.7,1.51,0.0
2025-10-28 17:00:00,Loc_1,9.09,18.1,1.7,0.07
2025-10-28 18:00:00,Loc_1,8.41,21.7,6.94,0.045
2025-10-28 19:00:00,Loc_1,6.3,17.6,4.59,0.108
2025-10-28 20:00:00,Loc_1,11.26,16.2,3.36,0.0
2025-10-28 21:00:00,Loc_1,7.68,32.3,3.25,0.0
2025-10-28 22:00:00,Loc_1,5.41,32.5,3.06,0.014
2025-10-28 23:00:00,Loc_1,1.6,28.3,2.02,0.053
2025-10-29 00:00:00,Loc_1,4.4,38.8,6.49,0.0
2025-10-29 01:00:00,Loc_1,5.29,52.4,0.0,0.065
2025-10-29 02:00:00,Loc_1,6.51,61.3,3.93,0.016
2025-10-29 03:00:00,Loc_1,7.26,64.7,3.02,0.0
2025-10-29 04:00:00,Loc_1,4.53,56.3,4.94,0.006
2025-10-29 05:00:00,Loc_1,9.05,64.8,3.33,0.032
2025-10-29 06:00:00,Loc_1,7.81,62.0,4.2,0.0
2025-10-29 07:00:00,Loc_1,6.33,52.6,1.14,0.0
2025-10-29 08:00:00,Loc_1,8.3,55.6,4.74,0.03
2025-10-29 09:00:00,Loc_1,7.13,52.8,3.59,0.023
2025-10-29 10:00:00,Loc_1,5.51,51.3,2.5,0.0
2025-10-29 11:00:00,Loc_1,6.67,43.4,1.96,0.034
2025-10-29 12:00:00,Loc_1,1.96,34.8,3.34,0.124
2025-10-29 13:00:00,Loc_1,5.79,34.9,6.22,0.0
2025-10-29 14:00:00,Loc_1,5.95,25.5,4.33,0.0
2025-10-29 15:00:00,Loc_1,1.07,21.5,2.22,0.046
2025-10-29 16:00:00,Loc_1,4.77,10.9,4.71,0.188
2025-10-29 17:00:00,Loc_1,4.15,26.3,4.53,0.0
2025-10-29 18:00:00,Loc_1,6.01,16.9,3.4,0.081
2025-10-29 19:00:00,Loc_1,4.13,17.4,2.71,0.015
2025-10-29 20:00:00,Loc_1,6.3,27.0,3.52,0.0
2025-10-29 21:00:00,Loc_1,6.73,35.5,3.97,0.118
2025-10-29 22:00:00,Loc_1,5.85,26.3,3.09,0.0
2025-10-29 23:00:00,Loc_1,7.86,42.3,4.85,0.101
2025-10-30 00:00:00,Loc_1,1.54,41.1,1.82,0.014
2025-10-30 01:00:00,Loc_1,9.5,34.3,1.26,0.0
2025-10-30 02:00:00,Loc_1,6.85,45.9,4.26,0.235
2025-10-30 03:00:00,Loc_1,8.48,57.3,4.13,0.009
2025-10-30 04:00:00,Loc_1,7.68,62.9,3.95,0.023
2025-10-30 05:00:00,Loc_1,7.16,66.2,4.66,0.0
2025-10-30 06:00:00,Loc_1,4.66,59.1,2.75,0.0
2025-10-30 07:00:00,Loc_1,8.03,58.5,1.4,0.0
2025-10-30 08:00:00,Loc_1,9.8,55.5,4.23,0.061
2025-10-30 09:00:00,Loc_1,5.29,60.3,2.37,0.0
2025-10-30 10:00:00,Loc_1,7.97,46.9,1.4,0.0
2025-10-30 11:00:00,Loc_1,7.01,41.8,1.93,0.08
2025-10-30 12:00:00,Loc_1,6.94,36.8,3.6,0.139
2025-10-30 13:00:00,Loc_1,6.68,33.4,4.25,0.0
2025-10-30 14:00:00,Loc_1,5.9,18.2,1.28,0.057
2025-10-30 15:00:00,Loc_1,6.15,25.5,2.09,0.021
2025-10-30 16:00:00,Loc_1,6.99,22.6,1.7,0.0
2025-10-30 17:00:00,Loc_1,8.25,18.6,3.38,0.0
2025-10-30 18:00:00,Loc_1,3.86,18.3,4.34,0.003
2025-10-30 19:00:00,Loc_1,4.23,19.3,4.01,0.009
2025-10-30 20:00:00,Loc_1,7.53,17.5,3.78,0.063
2025-10-30 21:00:00,Loc_1,7.4,17.3,1.45,0.124
2025-10-30 22:00:00,Loc_1,6.35,29.5,3.56,0.072
2025-10-30 23:00:00,Loc_1,7.21,35.9,3.83,0.0
2025-10-31 00:00:00,Loc_1,7.47,42.8,2.64,0.349
2025-10-31 01:00:00,Loc_1,4.22,44.7,1.33,0.247
